160,ilmu,elmoh
161,empat,empak
162,ingat,enga'
163,tidak    ,enjek
164,enam,ennem
165,pergi,entar
166,buat,gebei
167,pisang ,geddang
168,jatuh,gegger
169,gelas,gellas
170,tadi    ,gellek
171,bohong,gendek
172,bodoh,gendheng
173,baring,gentang
174,atap,genteng
175,gajah,gheje
176,gigi,ghigih
177,gila,ghileh
178,guru,ghuruh
179,belum,gilok
180,belum,gitak
181,esok,gu' anggu'
182,paman,gutteh
183,kakak,iyu
184,oke  ,iyut
185,bangun,jegeh
186,zaman,jeman
187,jerawat,jerebek
188,tuan   ,jereghen
189,hantu,jereng kong
190,jawa,jhaba
191,jahe,jheih
192,liur,jheil
193,lidah,jile
194,jelek,jubek
195,duduk - duduk,juk - tojuk
196,ikan,jukok
197,berita,kaber
198,nikah  ,kabhin
199,kakek,kai
200,kamu,kakeh
201,kalah,kala
202,kemana,kamm
203,teman,kancah
204,aniaya,kaneajeh
205,busa,kaok
206,kasur,kasor
207,pepaya   ,kates
208,ngantuk,katondu
209,bunga,kembeng
210,cilik,kenek
211,tempat    ,kennangan
212,ganas,kerreng
213,rindu   ,kerrong
214,potong   ,kettok
215,baju,klambih
216,asap,kokos
217,kuno,konah
218,telinga    ,kopeng
219,induk,kor bhih
220,qur'an,kor'an
221,kurang,korang
222,pusing   ,kpelengan
223,musuh,laben
224,pintu,labeng
225,dengan,labhik
226,lain,laen
227,laki-laki,lakek
228,lalat,lalak
229,dulu,lambhek
230,lemari,lamoreh
231,panjang   ,lanjeng
232,lewat,lebet
233,becek,ledduk
234,nanti,leggi'
235,besok,legguk
236,kali,leke
237,lurus,loros
238,luar,luwar
239,ibu,ma'
240,macam,macem
241,madura,madureh
242,paman,makene
243,malam,malem
244,mandi,mandih
245,berangkat,mangkat
246,berdiri,manjeng
247,burung,manok
248,mata ,mathah
249,terima kasih    ,mator sakalangkong
250,nenek,mba binerk
251,kakek,mba lakek
252,kakak,mbhuk
253,ibu,mbok
254,membaca,mecah
255,nakal,melleng
256,minggir ,menggir
257,menang,mennang
258,senyum,mesem
259,mertua  ,mettoah
260,bengkak,mlendeng
261,ibu,mok
262,bunyi,monyeh
263,musuh,mosoh
264, nafsu  ,napso
265,nasi,nase
266,nasi  ,nasek
267,simpati,ne ser
268,nonton,negguh
269,makan,ngakan
270,makan  ,ngakan
271,mengandalkan,ngandelagi
272,apung,ngantang
273,ngantuk  ,ngantok
274,anyam,ngekak
275,minum,ngenom
276,minum,ngenom
277,paham,ngerteh
278,getar,ngetter
279,bicara,ngocak
280,menulis,noles
281,ikut,norok
282,nenek,nyai
283,enak,nyaman
284,pegal   ,nyeloh
285,pergi   ,nyengge
286, minggat ,nyengghe
287,ziarah,nylase
288,otak   ,o teg
289,bakar,obber
290,obat   ,obet
291,rambut   ,obuk
292,udang,odeng
293,hujan,ojhen
294,seperti,okom
295,ular,olar
296,boleh,olleh
297,awan,ondem
298,naik  ,ongghe
299,benar,onggu
300,pelan pelan   ,onlaon
301,otot   ,orak
302,orang,oreng
303,atau,otabeh
304,hutang,otang
305,sama   ,padeh
306,laku,paju
307,pendek   ,pandhek
308,anjing,patek
309,patung,patong
310,pintar   ,penter
311,bambu,perreng
312,caci maki,pesoan
313,duit,pesse
314,itik,pethek
315,pensil   ,poklot
316,belah,porak
317,ambigu,posang
318,hangus,potthon
319,gadis,prabhen
320,ayu,raddin
321,besar,rajeh
322,ayah,rama
323,berisik,rammeh
324,akar,ramok
325,rumput   ,rebbhe
326,abai,reken
327,nyamuk,rengngek
328,rugi   ,roghi
329,rumah  ,rooma 
330,sakit   ,sakek
331,siapa   ,sapah
332,selimut,sapo
333,ampun,saporah
334,sekarang   ,satiyah
335,kamu,sedeh
336,cincin,sellok
337,sembahyang,sembhajang
338,aku,sengkok
339,saya   ,sengkok
340,sepi   ,seppeh
341,sekolah   ,skolaan
342,surga   ,soargeh
343,agar,sopajeh
344,supaya   ,sopajeh
345,seprei,soprai
346,sisir,soroi
347,habis,tadhek
348,bubur,tajin
349,buta,tak ngatelak
350,tamu,tamoi
351,bangun,tangngeh
352,tidur,tedung
353,tidur    ,tedung
354,telur    ,tellor
355,malu,todus
356,duduk,tojuk
357,tulis,toles
358,pesawat   ,tormolok
359,saudara   ,tretan
360,bagi - bagi,umdhu'um
361,paman,wak
362,sudah   ,wes
363,kakek,yai
364,yakin,yeken
